"id","code","excel_col","description","excel_row","calculation_formula","excel_sheet","name","register_type","default_value"
"__export__.delsol_financial_state_row_4468","FX55","","","","FX49+FX50+FX51+FX52+ FX53+FX54","","HONOR. DIVIDEND","Configuracion","0"
"__export__.delsol_financial_state_row_4469","FX56","","","","","","Otros","Configuracion","0"
"__export__.delsol_financial_state_row_4470","FX57","","","","","","EGR NO.OP OTROS","Configuracion","0"
"__export__.delsol_financial_state_row_4471","FX58","","","","","","EGR NO.OP OTROS","Configuracion","0"
"__export__.delsol_financial_state_row_4472","FX59","","","","","","EGR NO.OP OTROS","Configuracion","0"
"__export__.delsol_financial_state_row_4473","FX6","","","","","","SEQAS CLIENTES","Configuracion","0"
"__export__.delsol_financial_state_row_4474","FX60","","","","","","EGR NO.OP OTROS","Configuracion","0"
"__export__.delsol_financial_state_row_4475","FX61","","","","","","EGR NO.OP OTROS","Configuracion","0"
"__export__.delsol_financial_state_row_4476","FX62","","","","","","EGR NO.OP OTROS","Configuracion","0"
"__export__.delsol_financial_state_row_4477","FX63","","","","FX57+FX58+FX59+FX60+FX61+FX62","","EGR NO.OP OTROS","Configuracion","0"
"__export__.delsol_financial_state_row_4478","FX64","","","","FX32+FX40+FX48+FX56","","D TOTAL EGRESOS NO OPERATIVOS","Configuracion","0"
"__export__.delsol_financial_state_row_4479","FX65","","","","FX33+FX41+FX49+FX57","","TOT EGR NO OPER","Configuracion","0"
"__export__.delsol_financial_state_row_4480","FX66","","","","FX34+FX42+FX50+FX58","","TOT EGR NO OPER","Configuracion","0"
"__export__.delsol_financial_state_row_4481","FX67","","","","FX35+FX43+FX51+FX59","","TOT EGR NO OPER","Configuracion","0"
"__export__.delsol_financial_state_row_4482","FX68","","","","FX36+FX44+FX52+FX60","","TOT EGR NO OPER","Configuracion","0"
"__export__.delsol_financial_state_row_4483","FX69","","","","FX37+FX45+FX53+FX61","","TOT EGR NO OPER","Configuracion","0"
"__export__.delsol_financial_state_row_4484","FX7","","","","FX1+FX2+FX3+FX4+FX5+ FX6","","SEQAS CLIENTES","Configuracion","0"
"__export__.delsol_financial_state_row_4485","FX70","","","","FX38+FX46+FX54+FX62","","TOT EGR NO OPER","Configuracion","0"
"__export__.delsol_financial_state_row_4486","FX71","","","","FX39+FX47+FX55+FX63","","E TOTAL EGRESOS NO OPERATIVOS","Configuracion","0"
"__export__.delsol_financial_state_row_4487","FX72","","","","FX24-FX64","","F=D-E FLUJO NO OPERATIVO","Configuracion","0"
"__export__.delsol_financial_state_row_4488","FX73","","","","FX25-FX65","","FLUJO NO OPERAT.","Configuracion","0"
"__export__.delsol_financial_state_row_4489","FX74","","","","FX26-FX66","","FLUJO NO OPERAT.","Configuracion","0"
"__export__.delsol_financial_state_row_4490","FX75","","","","FX27-FX67","","FLUJO NO OPERAT.","Configuracion","0"
"__export__.delsol_financial_state_row_4491","FX76","","","","FX28-FX68","","FLUJO NO OPERAT.","Configuracion","0"
"__export__.delsol_financial_state_row_4492","FX77","","","","FX29-FX69","","FLUJO NO OPERAT.","Configuracion","0"
"__export__.delsol_financial_state_row_4493","FX78","","","","FX30-FX70","","FLUJO NO OPERAT.","Configuracion","0"
"__export__.delsol_financial_state_row_4494","FX79","","","","FX31-FX71","","FLUJO NO OPERAT","Configuracion","0"
"__export__.delsol_financial_state_row_4495","FX8","","","","","","Prestamos Financieros","Configuracion","0"
"__export__.delsol_financial_state_row_4496","FX80","","","","FN91+FX72","","G=C+F TOTAL CAMBIO EN CAJA","Configuracion","0"
"__export__.delsol_financial_state_row_4497","FX81","","","","FN92+FX73","","TOT CAMBIO CAJA","Configuracion","0"
"__export__.delsol_financial_state_row_4498","FX82","","","","FN93+FX74","","TOT CAMBIO CAJA","Configuracion","0"
"__export__.delsol_financial_state_row_4499","FX83","","","","FN94+FX75","","TOT CAMBIO CAJA","Configuracion","0"
"__export__.delsol_financial_state_row_4500","FX84","","","","FN95+FX76","","TOT CAMBIO CAJA","Configuracion","0"
"__export__.delsol_financial_state_row_4501","FX85","","","","FN96+FX77","","TOT CAMBIO CAJA","Configuracion","0"
"__export__.delsol_financial_state_row_4502","FX86","","","","FN97+FX78","","TOT CAMBIO CAJA","Configuracion","0"
"__export__.delsol_financial_state_row_4503","FX87","","","","FN98+FX79","","TOT CAMBIO CAJA","Configuracion","0"
"__export__.delsol_financial_state_row_4504","FX88","","","","F73+FX80","","      SALDO EN CAJA FINAL","Configuracion","0"
"__export__.delsol_financial_state_row_4505","FX89","","","","F74+FX81","","SDO CAJA FINAL","Configuracion","0"
"__export__.delsol_financial_state_row_4506","FX9","","","","","","PREST FINANCIEROS","Configuracion","0"
"__export__.delsol_financial_state_row_4507","FX90","","","","F75+FX82","","SDO CAJA FINAL","Configuracion","0"
"__export__.delsol_financial_state_row_4508","FX91","","","","F76+FX83","","SDO CAJA FINAL","Configuracion","0"
"__export__.delsol_financial_state_row_4509","FX92","","","","F77+FX84","","SDO CAJA FINAL","Configuracion","0"
"__export__.delsol_financial_state_row_4510","FX93","","","","F78+FX85","","SDO CAJA FINAL","Configuracion","0"
"__export__.delsol_financial_state_row_4511","FX94","","","","F79+FX86","","SDO CAJA FINAL","Configuracion","0"
"__export__.delsol_financial_state_row_4512","FX95","","","","F80+FX87","","SDO CAJA FINAL","Configuracion","0"
"__export__.delsol_financial_state_row_4513","G1","","","","N72+P96+U23+R31+S33","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4514","G10","","","","G6+G8","","UTILIDAD ANTES DE IMPUESTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4515","G11","","","","(G10/G1)*100","","UTILIDAD ANTES DE IMPUESTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4516","G12","","","","G10*0.35","","IMPUESTO A LAS GANANCIAS","Configuracion","0"
"__export__.delsol_financial_state_row_4517","G13","","","","(G12/G1)*100","","IMPUESTO A LAS GANANCIAS","Configuracion","0"
"__export__.delsol_financial_state_row_4518","G14","","","","G10-G12","","UTILIDAD NETA","Configuracion","0"
"__export__.delsol_financial_state_row_4519","G15","","","","(G14/G1)*100","","UTILIDAD NETA","Configuracion","0"
"__export__.delsol_financial_state_row_4520","G16","","","","B37","","RES. NETO AJUST. AL EJERC. FISCAL","Configuracion","0"
"__export__.delsol_financial_state_row_4521","G17","","","","(G16/G1)*100","","RES. NETO AJUST. AL EJERC. FISCAL","Configuracion","0"
"__export__.delsol_financial_state_row_4522","G2","","","","N73+P97+U24+R32+S34","","MARGEN BRUTO","Configuracion","0"
"__export__.delsol_financial_state_row_4523","G3","","","","(G2/G1)*100","","MARGEN BRUTO","Configuracion","0"
"__export__.delsol_financial_state_row_4524","G31","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4525","G32","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4526","G33","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4527","G34","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4528","G35","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4529","G36","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4530","G37","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4531","G38","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4532","G39","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4533","G40","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4534","G41","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4535","G42","","","","","","TOTAL VENTAS ($)","Configuracion","0"
"__export__.delsol_financial_state_row_4536","G6","","","","T9+A33+U59+R69+S71","","TOTAL UTILIDAD OPERATIVA DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4537","G69","J","","28","","Hoja 2","VARIOS","Configuracion","0"
"__export__.delsol_financial_state_row_4538","G7","","","","(G6/G1)*100","","UTILIDAD OPERATIVA (% S/VENTAS)","Configuracion","0"
"__export__.delsol_financial_state_row_4539","G70","","","","(+G69/G1)*100","","VARIOS","Configuracion","0"
"__export__.delsol_financial_state_row_4540","G73","","","","GD1+GD2+GD3+GD4+GD5+GD6+GD7+GD8+GD9+GD10+GD11+GD12","","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4541","G74","","","","(G73/G1)*100","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4926","G74","","","","((GX3+G73)/G1)*100","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4927","G74","","","","(G73/G1)*100","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4542","G741","","","","(G73/G1)*100","","GASTOS FIJOS DISTRIBUIDOS","Configuracion","0"
"__export__.delsol_financial_state_row_4543","G742","","","","(G73/G1)*100","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4544","G75","","","","((GX3+G73)/G1)*100","","GASTOS FIJOS TOTALES (% S/VENTAS)","Configuracion","0"
"__export__.delsol_financial_state_row_4545","G8","","","","G81","","INGRESOS Y EGRESOS NO OPERATIVOS","Configuracion","0"
"__export__.delsol_financial_state_row_4546","G80","K","cantidad total de personal afectado al area","36","","Hoja 2","ADMINISTRACION","Configuracion","0"
"__export__.delsol_financial_state_row_4547","G81","","cantidad total de personal","","G82+T17+A41+U67+R77+ S79+G80","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4548","G82","H","cantidad total de personal afectado al area","33","","Hoja 2","GERENCIA GENERAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4549","G9","","","","(G8/G1)*100","","INGRESOS Y EGRESOS NO OPERATIVOS","Configuracion","0"
"__export__.delsol_financial_state_row_4550","GA1","K","","30","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4551","GA10","K","","39","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4552","GA11","K","","40","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4553","GA12","K","","41","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4554","GA2","K","","31","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4555","GA3","K","","32","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4556","GA4","K","","33","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4557","GA5","K","","34","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4558","GA6","K","","35","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4559","GA7","K","","36","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4560","GA8","K","","37","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4561","GA9","K","","38","","Hoja3","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4562","GB1","","","","GB2+GB3+GB4+GB5+GB6","","TOTAL - RFT POR DEPARTAMENTO","Configuracion","0"
"__export__.delsol_financial_state_row_4563","GB10","","","","U59+GB4","","UN.USADAS - RESULTADO DEPARTAL. NETO","Configuracion","0"
"__export__.delsol_financial_state_row_4564","GB11","","","","R69+GB5","","REPUESTOS - RESULTADO DEPARTAL. NETO","Configuracion","0"
"__export__.delsol_financial_state_row_4565","GB12","","","","S71+GB6","","SERVICIO - RESULTADO DEPARTAL. NETO","Configuracion","0"
"__export__.delsol_financial_state_row_4566","GB2","E","","53","","Hoja 1","UN.TRADIC - RFT POR DEPARTAMENTO","Configuracion","0"
"__export__.delsol_financial_state_row_4567","GB3","G","","53","","Hoja 1","UN. PLANES - RFT POR DEPARTAMENTO","Configuracion","0"
"__export__.delsol_financial_state_row_4568","GB4","I","","53","","Hoja 1","UN.USADAS - RFT POR DEPARTAMENTO","Configuracion","0"
"__export__.delsol_financial_state_row_4569","GB5","J","","53","","Hoja 1","REPUESTOS - RFT POR DEPARTAMENTO","Configuracion","0"
"__export__.delsol_financial_state_row_4570","GB6","K","","53","","Hoja 1","SERVICIO - RFT POT DEPARTAMENTO","Configuracion","0"
"__export__.delsol_financial_state_row_4571","GB7","","","","G6+GB1","","RESULTADO DEPARTAMENTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4572","GB8","","","","T9+GB2","","UN.TRADIC - RESULTADO DEPARTAL. NETO","Configuracion","0"
"__export__.delsol_financial_state_row_4573","GB9","","","","A33+GB3","","UN. PLANES - RESULTADO DEPARTAL.NETO","Configuracion","0"
"__export__.delsol_financial_state_row_4574","GD1","L","","30","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4575","GD10","L","","39","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4576","GD11","L","","40","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4577","GD12","L","","41","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4578","GD2","L","","31","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4579","GD3","L","","32","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4580","GD4","L","","33","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4581","GD5","L","","34","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4582","GD6","L","","35","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4583","GD7","L","","36","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4584","GD8","L","","37","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4585","GD9","L","","38","","Hoja3","GASTOS FIJOS DISTRIB.","Configuracion","0"
"__export__.delsol_financial_state_row_4586","GG1","","","","((T2 + T7)/N72)*100","","GS FIJOS DIST.","Configuracion","0"
"__export__.delsol_financial_state_row_4587","GG2","","","","(A31/P96)*100","","GS FIJOS DIST.","Configuracion","0"
"__export__.delsol_financial_state_row_4588","GG3","","","","((U57+U52)/U23)*100","","GS FIJOS DIST.","Configuracion","0"
"__export__.delsol_financial_state_row_4589","GG31","","","","(FI1/G31)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4590","GG32","","","","(FI2/G32)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4591","GG33","","","","(FI3/G33)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4592","GG34","","","","(FI4/G34)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4593","GG35","","","","(FI5/G35)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4594","GG36","","","","(FI6/G36)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4595","GG37","","","","(FI7/G37)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4596","GG38","","","","(FI8/G38)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4597","GG39","","","","(FI9/G39)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4598","GG4","","","","((R67+R60)/R31)*100","","GS FIJOS DIST.","Configuracion","0"
"__export__.delsol_financial_state_row_4599","GG40","","","","(FI10/G40)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4600","GG41","","","","(FI11/G41)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4601","GG42","","","","(FI12/G42)*100","","% GS. FIJOS S/VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4602","GG5","","","","((S69+S62)/S33)*100 ","","GS FIJOS DIST.","Configuracion","0"
"__export__.delsol_financial_state_row_4603","GS1","J","","20","","Hoja 2","REMUNERACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4604","GS2","J","","21","","Hoja 2","PUBLICIDAD","Configuracion","0"
"__export__.delsol_financial_state_row_4605","GS3","J","","22","","Hoja 2","CAPACITACION","Configuracion","0"
"__export__.delsol_financial_state_row_4606","GS5","J","","23","","Hoja 2","AMORTIZACIONES","Configuracion","0"
"__export__.delsol_financial_state_row_4607","GS6","J","","24","","Hoja 2","GASTOS EDIFICIOS","Configuracion","0"
"__export__.delsol_financial_state_row_4608","GS7","J","","25","","Hoja 2","PAPELERIA","Configuracion","0"
"__export__.delsol_financial_state_row_4609","GS8","J","","26","","Hoja 2","SEGUROS","Configuracion","0"
"__export__.delsol_financial_state_row_4610","GS9","J","","27","","Hoja 2","TASAS E IMPUESTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4611","GT1","","","","(T9/N72)*100","","UTIL. OPERATIVA TRADIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4612","GT2","","","","(A33/P96)*100","","UTIL. OPERATIVA PLANES","Configuracion","0"
"__export__.delsol_financial_state_row_4613","GT3","","","","(U59/U23)*100","","UTIL. OPERATIVA USADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4614","GT4","","","","(R69/R31)*100","","UTIL. OPERATIVA REPUESTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4615","GT5","","","","(S71/S33)*100","","UTIL. OPERATIVA SERVICIO","Configuracion","0"
"__export__.delsol_financial_state_row_4616","GT70","","","","FI1+FI2+FI3+FI4+FI5+FI6+FI7+FI8+FI9+FI10+FI11+FI12","","TOTAL GASTOS FIJOS","Configuracion","0"
"__export__.delsol_financial_state_row_4617","GW1","","","","(N79/N72)*100","","UTILIDAD BRUTA","Configuracion","0"
"__export__.delsol_financial_state_row_4618","GW2","","","","(A4/P96)*100","","UTILIDAD BRUTA","Configuracion","0"
"__export__.delsol_financial_state_row_4619","GW3","","","","(U30/U23)*100","","UTILIDAD BRUTA","Configuracion","0"
"__export__.delsol_financial_state_row_4620","GW4","","","","(R38/R31)*100","","UTILIDAD BRUTA","Configuracion","0"
"__export__.delsol_financial_state_row_4621","GW5","","","","(S40/S33)*100","","UTILIDAD BRUTA","Configuracion","0"
"__export__.delsol_financial_state_row_4622","GX1","","","","N91+A16+U42+R50+S52","","MARGEN VARIABLE","Configuracion","0"
"__export__.delsol_financial_state_row_4623","GX2","","","","(GX1/G1)*100","","MARGEN VARIABLE","Configuracion","0"
"__export__.delsol_financial_state_row_4624","GX3","","","","GA1+GA2+GA3+GA4+GA5+GA6+GA7+GA8+GA9+GA10+GA11+GA12","","GASTOS FIJOS ASIGN.","Configuracion","0"
"__export__.delsol_financial_state_row_4625","GX4","","","","(GX3/G1)*100","","GASTOS FIJOS ASIGNADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4626","GX5","","","","GX1-GX3","","MARGEN NETO","Configuracion","0"
"__export__.delsol_financial_state_row_4627","GX6","","","","(GX5/G1)*100","","MARGEN NETO","Configuracion","0"
"__export__.delsol_financial_state_row_4628","GY1","","","","N75+P99+U26+R34+S36","","OTROS INGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4629","GY2","","","","(GY1/G1)*100","","OTROS INGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4630","GY3","","","","N77+A2+U28+R36+S38","","OTROS EGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4631","GY4","","","","(GY3/G1)*100","","OTROS EGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4632","GY5","","","","G2+GY1-GY3","","UTILIDAD BRUTA","Configuracion","0"
"__export__.delsol_financial_state_row_4633","GY6","","","","(GY5/G1)*100","","UTILIDAD BRUTA","Configuracion","0"
"__export__.delsol_financial_state_row_4634","GY7","","","","N89+A14+U40+R48+S50","","GASTOS VARIABLES","Configuracion","0"
"__export__.delsol_financial_state_row_4635","GY8","","","","(GY7/G1)*100","","GASTOS VARIABLES TOTALES (% S/VENTAS)","Configuracion","0"
"__export__.delsol_financial_state_row_4636","M3","","","","TT1+TT2+TT3+TT4+TT5+ TT6+TT7+TT8+TT9+TT10+TT11+TT12","","TOTAL VEHIC.","Configuracion","0"
"__export__.delsol_financial_state_row_4637","M4","","","","N67+P67","","STOCK","Configuracion","0"
"__export__.delsol_financial_state_row_4638","N31","","","","NA1+NA2+NA3+NA4+NA5+NA6+NA7+NA8+NA9+NA10+NA11+NA12","","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4639","N38","","","","NL1+NL2+NL3+NL4+NL5+ NL6+NL7+NL8+NL9+NL10+NL11+NL12","","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4640","N45","","","","NP1+NP2+NP3+NP4+NP5+ NP6+NP7+NP8+NP9+NP10+NP11+NP12","","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4641","N66","","","","NT1+NT2+NT3+NT4+NT5+ NT6+NT7+NT8+NT9+NT10+NT11+NT12","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4642","N67","","","","N31+N38+N45+N66","","STOCK","Configuracion","0"
"__export__.delsol_financial_state_row_4643","N72","E","","41","","Hoja 1","VENTAS","Configuracion","0"
"__export__.delsol_financial_state_row_4644","N73","E","","43","","Hoja 1","MARGEN BRUTO","Configuracion","0"
"__export__.delsol_financial_state_row_4645","N75","E","","44","","Hoja 1","OTROS INGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4646","N77","E","","45","","Hoja 1","OTROS EGRESOS","Configuracion","0"
"__export__.delsol_financial_state_row_4647","N79","","","","N73+N75-N77","","UTIL. BRUTA DEPARTAMENTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4648","N89","E","","47","","Hoja 1","GASTOS VARIABLES","Configuracion","0"
"__export__.delsol_financial_state_row_4649","N91","","","","N79-N89","","MARGEN VARIABLE DEPTAL.","Configuracion","0"
"__export__.delsol_financial_state_row_4650","NA1","B","","30","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4651","NA10","B","","39","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4652","NA11","B","","40","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4653","NA12","B","","41","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4654","NA2","B","","31","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4655","NA3","B","","32","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4656","NA4","B","","33","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4657","NA5","B","","34","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4658","NA6","B","","35","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4659","NA7","B","","36","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4660","NA8","B","","37","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4661","NA9","B","","38","","Hoja3","AUTOS","Configuracion","0"
"__export__.delsol_financial_state_row_4662","NL1","C","","30","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4663","NL10","C","","39","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4664","NL11","C","","40","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4665","NL12","C","","41","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4666","NL2","C","","31","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4667","NL3","C","","32","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4668","NL4","C","","33","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4669","NL5","C","","34","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4670","NL6","C","","35","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4671","NL7","C","","36","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4672","NL8","C","","37","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4673","NL9","C","","38","","Hoja3","LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4674","NP1","D","","30","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4675","NP10","D","","39","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4676","NP11","D","","40","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4677","NP12","D","","41","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4678","NP2","D","","31","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4679","NP3","D","","32","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4680","NP4","D","","33","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4681","NP5","D","","34","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4682","NP6","D","","35","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4683","NP7","D","","36","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4684","NP8","D","","37","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4685","NP9","D","","38","","Hoja3","PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4686","NS1","","","","N31+P31","","AUTOMOVILES","Configuracion","0"
"__export__.delsol_financial_state_row_4687","NS2","","","","N38+P38","","COMERCIALES LIVIANOS","Configuracion","0"
"__export__.delsol_financial_state_row_4688","NS3","","","","N45+P45","","COMERCIALES PESADOS","Configuracion","0"
"__export__.delsol_financial_state_row_4689","NT1","","","","NA1+NL1+NP1","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4690","NT10","","","","NA10+NL10+NP10","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4691","NT11","","","","NA11+NL11+NP11","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4692","NT12","","","","NA12+NL12+NP12","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4693","NT2","","","","NA2+NL2+NP2","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4694","NT3","","","","NA3+NL3+NP3","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4695","NT4","","","","NA4+NL4+NP4","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4696","NT5","","","","NA5+NL5+NP5","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4697","NT6","","","","NA6+NL6+NP6","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4698","NT7","","","","NA7+NL7+NP7","","TOTAL","Configuracion","0"
"__export__.delsol_financial_state_row_4699","NT8","","","","NA8+NL8+NP8","","TOTAL","Configuracion","0"
